id,condition,written_response,age,sex,political_affiliation,conspllm_score,loco_discriminability,consent,moderators_1,moderators_2,moderators_3,moderators_4,moderators_5,moderators_6,moderators_7,moderators_8,moderators_9,moderators_10,moderators_11,moderators_12,moderators_13,moderators_14,moderators_15,moderators_16,moderators_17,moderators_18,moderators_19,moderators_20,moderators_21,moderators_22,moderators_23,moderators_24,moderators_25,moderators_26,moderators_27,moderators_28,moderators_29,moderators_30,manip_1,manip_2,manip_3,manip_4,manip_5,manip_6,gcbs_1,gcbs_2,gcbs_3,gcbs_4,gcbs_5,gcbs_6,gcbs_7,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
377,private_savvy,"Well, I believe that the city of Riverbend is doomed. I will not be drinking any of the city water going forward. I will have to budget purchasing bottled water for all of my family's drinking water & cooking. For now I will be showering in the water, but we will have a family meeting to discuss how everyone feels about showering in the water. I will advise everyone to shower with their eyes and mouths shut for the time being...We will see. I will start budgeting as well for the purchasing of bottled water in bulk which we can keep in the basement. I will also talk to the family about maybe moving to a different county in the state. I will play it by ear for now...",40,Female,Democrat,2,-0.0424231,1,5,6,1,5,6,6,6,1,6,1,6,6,5,6,5,1,5,6,2,2,4,4,4,6,2,4,6,5,4,3,4,1,6,1,1,6,4,4,4,4,4,2,4,129,68.84,31.39,85.84,56.53,16.13,15.5,91.47,69.77,62.02,13.95,10.08,6.98,2.33,0,0,0.78,3.88,12.4,8.53,0,18.6,12.4,6.98,3.1,0.78,18.6,0.78,1.55,4.65,4.65,0,0,20.16,2.33,7.75,2.33,0.78,0.78,1.55,0,3.1,0,3.88,3.1,0.78,0,0,0,0,0,0,0,11.63,3.1,0.78,0,0,0,3.1,6.98,2.33,0,0,0,0,0,0,0,7.75,0.78,3.1,0.78,3.1,0,4.65,0,0,0,0,0,0,2.33,0,1.55,0,1.55,0,0,0,0,0,0,8.53,12.4,0,1.55,7.75,1.55,0.78,0.78,3.1,0,3.88,9.3,0,0,0,0,0,13.18,10.08,1.55,0,0,0.78,0.78,0
378,private_control,"This is not good and we don't know the whole story. First water pressure is a mess, then the metallic taste. Then we're told it's normal calibration. And this idea of 100% safe--I like the mayor but can she really say that? Why aren't we hearing from the city water board? Why is the independent board all of a sudden inactive? Should I call a member I know and see if she'll talk to me? Is this Flint all over again? Boiling isn't going to take care of the metallic taste. I have to get a heavier Brita filter tomorrow and see if the more expensive one makes a difference. I really hate these for-profit water companies, all this goddamn privatization. Why? We had the expertise in this city for a hundred years to run the water supply and now we need this gang to take millions from us and put sensors--what all they sensing? Clearly not the right things if they're telling the mayor we're 100% safe. So frustrating. I can afford bottled water, most people can not and they have little kids at home. I don't any longer. And if this is true that the water company muckety-mucks are selling their stock like rats jumping off a sinking ship, I feel sick. I hope that's not true. I am going to make some phone calls.",63,Female,Democrat,3,0.013264924,1,5,5,5,5,5,4,2,3,5,4,5,2,2,4,2,4,2,4,6,1,6,6,1,1,6,5,5,6,1,6,1,1,6,1,4,5,2,2,2,3,2,2,3,229,25.3,23.82,39.08,5.69,11.45,13.1,88.21,74.67,57.64,16.59,10.48,4.8,3.06,0,0.87,1.75,6.11,18.78,8.3,2.62,7.86,10.48,3.93,6.99,3.49,21.4,6.99,6.99,4.37,3.93,0.44,0.44,26.64,1.75,15.28,2.18,2.18,2.62,2.62,1.31,5.68,0,5.68,1.75,3.49,2.62,1.31,1.31,0,0.87,0,0.44,13.1,3.49,0.44,0,0,0,3.06,8.3,0,0,0.87,0,1.31,0.87,0,0.44,2.62,0,0.44,1.31,0.87,0,1.31,0.44,0.44,0,0,0,0,0.87,0,1.31,0.44,1.31,0,0,0,0,0.87,0,10.04,7.86,0,1.75,2.62,0.87,0.44,1.31,3.06,0.87,9.61,3.93,0,0,0,0,0,18.34,5.68,1.75,3.06,0,4.37,3.49,0
379,public_control,I wouldnt trust drinking this water... it's pretty odd that the same company we signed a contract with to filter our water just recently sold a majority of their stock... and our testiing has been different.. someone needs to take some responsibility here and inform everything. everyones health is at risk right now.,31,Female,Independent,3,-0.011015102,1,2,1,1,4,5,6,5,1,6,2,1,5,4,3,5,6,5,5,1,6,1,1,6,6,2,2,1,1,5,2,4,5,6,3,5,1,3,3,2,3,3,4,4,53,18.67,81.19,10.87,5.02,10.6,22.64,88.68,71.7,56.6,20.75,9.43,1.89,5.66,0,0,1.89,11.32,16.98,5.66,0,9.43,9.43,7.55,3.77,1.89,16.98,7.55,3.77,7.55,7.55,0,0,33.96,3.77,16.98,1.89,1.89,3.77,3.77,0,5.66,0,1.89,0,1.89,0,0,0,0,0,0,0,16.98,3.77,0,0,0,0,1.89,11.32,0,0,0,0,0,0,0,0,7.55,0,0,5.66,1.89,0,3.77,1.89,0,0,0,0,0,1.89,0,1.89,0,1.89,0,0,0,0,1.89,1.89,9.43,1.89,0,0,1.89,0,0,0,3.77,3.77,9.43,0,0,0,0,0,0,20.75,18.87,0,0,0,1.89,0,0
380,private_control,"What the mayor`s office says smells fishy about the water is 100 percent safe. Red flags are Aegis Dynamics a tech firm that installed automated smart-filtration sensors, sold their company stock and the citys independent water testing board disbanded.  I will continue to monitor this situation that the municipal water supply in the city of Riverbend has been experiencing intermittent, unexplained drops in pressure, accompanied by a slight metallic taste.",59,Male,Democrat,3,0.017269254,1,5,4,4,4,6,5,5,2,5,1,6,5,5,5,6,6,6,5,6,2,6,6,3,2,6,6,6,5,1,6,5,5,6,5,6,6,4,4,4,4,4,4,4,70,89.52,32.05,4.17,41.28,23.33,30,65.71,51.43,35.71,8.57,2.86,1.43,0,0,0,1.43,5.71,15.71,10,1.43,8.57,7.14,1.43,1.43,0,12.86,7.14,2.86,1.43,1.43,0,0,15.71,0,2.86,0,0,0,0,0,1.43,0,1.43,1.43,0,0,0,0,0,0,0,0,5.71,1.43,0,0,0,0,1.43,1.43,0,0,0,0,4.29,1.43,0,2.86,7.14,0,0,5.71,1.43,0,1.43,0,0,0,0,0,0,1.43,0,0,0,0,0,0,0,0,1.43,0,2.86,7.14,0,0,4.29,1.43,0,0,1.43,4.29,5.71,1.43,0,0,0,0,0,11.43,4.29,4.29,0,0,1.43,1.43,0
381,private_control,"I think that Aegis damaged our water supply in some way and it just seems really weird. I feel like the executives selling off stock shows that something bad is going on, and the problem is only going to get worse. I am really worried about what this means for the future of our water supply here at home. This is going to be very annoying and honestly it shouldn't be my problem but it will be.",41,Male,Independent,2,0.0119508505,1,6,6,5,6,3,2,3,5,2,5,4,3,4,5,5,4,3,4,6,1,5,5,1,2,6,6,6,6,1,6,1,2,6,2,2,6,3,3,4,3,4,3,4,77,15.64,26.01,50.45,1,19.25,12.99,92.21,77.92,62.34,19.48,7.79,5.19,2.6,0,0,0,11.69,14.29,3.9,0,12.99,11.69,9.09,5.19,1.3,23.38,7.79,1.3,3.9,2.6,0,1.3,25.97,0,16.88,5.19,0,1.3,2.6,3.9,1.3,0,5.19,0,5.19,3.9,0,3.9,1.3,1.3,0,0,3.9,1.3,0,0,1.3,0,0,2.6,0,0,0,0,0,0,0,0,6.49,0,1.3,3.9,1.3,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,1.3,5.19,7.79,0,1.3,5.19,0,0,1.3,1.3,0,9.09,9.09,0,0,0,0,0,7.79,5.19,1.3,0,0,1.3,0,0
382,public_savvy,"We all need more information in order to understand the truth about the water that comes out of our faucets.  There are statements saying one thing, and some odd occurrences that may conflict with the statements.  This is too important to ignore.  There are water testing kits available online, as many people as possible should buy one and test their tap water.  Here's to hoping all is well !!",69,Female,Independent,2,0.015259594,1,4,4,3,4,4,4,4,3,4,1,5,4,4,2,4,4,2,2,3,3,4,6,5,3,5,4,3,5,4,4,2,5,4,5,5,3,2,2,2,3,3,2,3,68,51.16,80.39,4.6,41.97,13.6,16.18,85.29,76.47,58.82,10.29,4.41,0,2.94,0,0,1.47,5.88,22.06,4.41,2.94,14.71,10.29,8.82,5.88,0,20.59,10.29,10.29,4.41,2.94,0,1.47,22.06,2.94,11.76,2.94,0,4.41,4.41,0,1.47,0,7.35,4.41,2.94,1.47,1.47,0,0,0,0,0,10.29,4.41,0,0,1.47,0,1.47,5.88,0,0,0,0,1.47,0,0,1.47,4.41,0,0,2.94,1.47,0,0,0,0,0,0,0,0,0,0,1.47,1.47,1.47,0,0,0,0,0,1.47,7.35,8.82,1.47,1.47,7.35,0,0,0,0,0,8.82,2.94,0,0,0,0,0,13.24,5.88,2.94,0,2.94,1.47,0,0
383,private_savvy,It feels like a coverup because of the suspicious timing of the stock sell off and the board disbanding. I think the timing makes it look more related than coincidental timing. I would question if the drops in pressure and metallic taste are unrelated. I find it hard to believe this is all a coincidence when the people responsible for the smart filtration sensors just made such a huge contract with the city around the same time that the higher ups started selling off the company stock.,39,Male,Independent,3,0.016639724,1,6,6,5,6,2,2,2,5,2,4,2,4,2,5,2,4,2,4,4,1,4,4,5,2,5,5,4,4,2,3,1,1,6,1,1,4,3,3,3,3,3,3,4,87,95.44,13.19,93.42,20.23,21.75,21.84,85.06,72.41,51.72,9.2,3.45,3.45,0,0,0,0,5.75,21.84,16.09,0,12.64,3.45,3.45,6.9,0,14.94,9.2,3.45,0,0,0,0,28.74,1.15,18.39,9.2,4.6,1.15,2.3,0,3.45,0,2.3,1.15,1.15,1.15,0,1.15,0,0,0,0,4.6,1.15,0,0,0,0,1.15,1.15,0,0,0,0,0,0,0,0,5.75,0,0,3.45,2.3,0,1.15,0,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,0,6.9,10.34,1.15,0,4.6,1.15,0,2.3,6.9,2.3,4.6,0,0,0,0,0,0,4.6,4.6,0,0,0,0,0,0
384,public_savvy,"The metal flavor, mysterious drops in pressure, executive divestment of stock, and the abrupt dissolution of the independent water board are not separate events; they represent an alarming trend. Calibration is just a word for spin. Riverbend needs the truth, independent testing, and accountability.",35,Male,Republican,2,0.03360209,1,4,5,3,5,5,4,5,4,3,3,5,5,2,3,4,4,2,2,4,3,6,6,5,3,4,5,5,6,4,4,6,6,2,6,6,1,3,3,3,4,3,3,4,44,96.16,5.27,34.4,3.56,14.67,31.82,70.45,52.27,38.64,2.27,2.27,0,0,0,0,2.27,0,13.64,13.64,0,9.09,4.55,2.27,4.55,2.27,13.64,4.55,0,2.27,0,0,2.27,22.73,0,15.91,0,0,2.27,2.27,0,9.09,0,2.27,0,2.27,2.27,0,2.27,2.27,0,0,0,6.82,2.27,0,0,0,0,2.27,2.27,0,0,0,0,0,0,0,0,4.55,0,0,4.55,0,0,2.27,0,0,0,0,0,0,2.27,0,2.27,0,0,0,0,0,0,2.27,2.27,2.27,9.09,2.27,2.27,4.55,0,0,0,2.27,0,6.82,0,0,0,0,0,0,20.45,6.82,11.36,0,0,0,2.27,0
385,public_savvy,"You people are retarded. If you don't' like it, move to some corrupted, destroyed trash-hole  liberal governed formerly nice now third world city, around here we do things the sane way, not the delusional retarded liberal way.  You morons would prefer your Didn't Earn It racism to pick the water company, but smart people prevented you from dooming us all this time. GTFO, liberal smooth brained retards",55,Male,Republican,5,0.08564025,1,5,2,1,1,5,6,6,1,6,1,5,4,4,1,6,4,4,1,2,3,5,2,2,4,5,5,4,3,2,2,1,1,6,1,1,1,2,3,2,3,3,3,3,67,28.93,66.39,69.28,1,16.75,23.88,95.52,62.69,49.25,16.42,10.45,0,2.99,7.46,0,0,5.97,10.45,4.48,0,8.96,7.46,5.97,2.99,4.48,10.45,10.45,2.99,10.45,2.99,1.49,5.97,17.91,1.49,10.45,1.49,0,2.99,1.49,0,7.46,0,16.42,4.48,10.45,0,0,0,0,0,0,7.46,17.91,1.49,0,0,0,1.49,0,13.43,0,0,0,0,11.94,10.45,1.49,0,2.99,0,0,2.99,0,0,2.99,2.99,0,0,2.99,0,0,0,0,0,0,1.49,0,0,0,1.49,1.49,0,10.45,11.94,0,2.99,7.46,0,0,1.49,4.48,4.48,4.48,0,1.49,1.49,0,0,0,19.4,4.48,8.96,0,0,4.48,1.49,0
386,public_savvy,"It seems like this situation calls for investigation and a deeper reach. Things clearly align to fraudulent activity, and there appears to be a distinct lack of transparency. We need to gather and ask questions at town hall, this also requires more local reporting and investigation. Anyone with the ability to do so should make an outreach. This situation calls for justice and answers.",27,Male,Independent,2,0.05976522,1,5,6,3,4,4,5,3,2,5,4,4,5,4,2,4,4,2,3,4,3,5,4,2,5,4,6,4,5,3,3,2,2,6,6,5,5,2,2,3,3,4,4,4,64,66.51,58.66,15.38,43.51,12.8,26.56,92.19,67.19,53.13,10.94,1.56,0,1.56,0,0,0,9.38,12.5,6.25,0,15.63,4.69,6.25,10.94,0,14.06,6.25,1.56,4.69,1.56,1.56,1.56,25,0,23.44,7.81,1.56,4.69,6.25,1.56,1.56,0,1.56,1.56,0,0,0,0,0,0,0,0,9.38,6.25,0,0,0,3.13,3.13,3.13,0,0,0,0,4.69,4.69,0,0,4.69,0,0,4.69,0,0,0,0,0,0,0,0,0,0,0,3.13,0,1.56,1.56,0,0,0,0,0,4.69,9.38,0,1.56,6.25,3.13,0,0,0,0,3.13,0,0,0,0,0,0,10.94,7.81,3.13,0,0,0,0,0
387,public_savvy,"One thing is clear: we must get to the bottom of this issue. As taxpayers, we are entitled to an investigation into Aegis Dynamics and the water quality testing board. We deserve clean, safe drinking water and must to everything in our power to make sure this is researched thoroughly and action taken as needed.",45,Female,Democrat,2,0.008081019,1,4,4,3,4,4,4,3,3,4,3,5,4,3,4,4,4,4,5,4,3,4,5,4,3,4,4,5,4,3,5,3,4,4,4,3,2,2,1,1,2,2,1,3,55,61.45,97.34,1,76.62,18.33,20,83.64,70.91,54.55,14.55,7.27,0,7.27,0,0,0,7.27,12.73,5.45,1.82,16.36,9.09,1.82,9.09,0,18.18,7.27,1.82,9.09,7.27,0,1.82,20,1.82,10.91,1.82,0,7.27,0,0,0,0,3.64,3.64,0,0,0,0,0,0,0,0,9.09,1.82,0,0,0,1.82,0,7.27,0,0,0,0,0,0,0,0,5.45,0,0,5.45,0,0,1.82,0,0,0,0,0,0,1.82,0,5.45,0,3.64,0,0,0,0,1.82,1.82,5.45,10.91,3.64,1.82,5.45,0,0,0,0,5.45,5.45,3.64,0,0,0,0,0,10.91,5.45,3.64,0,0,0,1.82,0
388,public_savvy,"I think a thorough investigation needs to be done to gather proof of any alleged wrongdoing. I must admit, circumstantial evidence is against them. The timing of the smart-filtration sensors, the stock sell-off, the disbandment of the water quality testing board, all looks really bad. Really, really bad. But we need hard evidence before making accusations this serious. Are the news agencies investigating? Is law enforcement involved? We need hard facts and not just conjecture.",55,Male,Independent,2,0.075748265,1,4,4,3,4,5,5,5,1,5,2,5,4,2,3,2,3,2,2,4,3,4,5,4,3,3,4,2,4,4,4,5,6,1,6,6,1,4,3,3,4,3,3,4,75,74.19,32.56,19.26,1,9.38,28,84,64,46.67,8,6.67,2.67,2.67,0,0,1.33,1.33,13.33,9.33,0,9.33,8,5.33,4,1.33,17.33,8,1.33,5.33,2.67,0,2.67,36,1.33,26.67,9.33,1.33,5.33,2.67,4,4,0,5.33,0,5.33,2.67,0,2.67,0,0,0,0,9.33,5.33,0,0,1.33,2.67,1.33,4,0,0,0,0,0,0,0,0,5.33,0,0,5.33,0,0,0,0,0,0,0,0,0,0,0,5.33,0,1.33,0,0,0,0,0,0,2.67,4,0,0,0,1.33,0,2.67,2.67,1.33,6.67,0,0,0,0,0,0,20,8,6.67,2.67,0,0,2.67,0
389,private_savvy,Aegis actions have made a change in water service.  The Mayor is acknowledging the problem but not offering a solution except for waiting correction.  We should enlist them to determine when the correction will take place and why it happened at all.  Other recent Aegis actions indicate red flags perhaps affectinng their their responsibility and must be answered to about their action taken on the water supply and resulting problem.  Or if it is another reason for the pressure drop and taste change coincidentally.  Find ultimate responsibility and get answers.,74,Female,Independent,2,-0.0011952966,1,3,4,2,2,4,4,4,3,5,2,5,5,3,4,4,5,4,4,3,4,4,2,4,3,3,3,3,3,4,5,1,3,6,3,5,4,2,1,2,3,2,2,3,90,59.67,33.76,70.65,NA,15,27.78,85.56,61.11,48.89,8.89,5.56,0,1.11,0,0,4.44,3.33,14.44,7.78,0,10,6.67,4.44,10,1.11,15.56,3.33,2.22,2.22,1.11,1.11,0,40,1.11,30,6.67,8.89,3.33,3.33,2.22,7.78,0,0,0,0,0,0,0,0,0,0,0,11.11,4.44,0,0,0,0,2.22,6.67,0,0,0,0,1.11,1.11,0,0,4.44,0,0,4.44,0,0,1.11,0,0,0,0,0,0,1.11,0,0,0,3.33,0,0,0,0,0,0,8.89,8.89,1.11,2.22,2.22,1.11,0,0,5.56,4.44,2.22,1.11,0,0,0,0,0,6.67,6.67,0,0,0,0,0,0
390,private_control,"This feels off. Something is happening that people are trying really hard to make sound normal. Water pressure dropping and metallic taste isn’t nothing. The timing with that Aegis Dynamics contract is bugs me. Big private tech deal, sensors everywhere, then suddenly weird physical changes start showing up in the system. It could be a coincidence, but it seems a bit suspect.",61,Female,Republican,3,-0.005330071,1,5,6,5,4,5,6,5,2,6,1,6,6,2,5,4,1,2,5,6,2,5,5,4,6,6,6,6,5,1,5,2,2,6,6,5,6,2,1,2,3,2,2,3,62,41.62,11.07,58.85,NA,10.33,27.42,83.87,69.35,46.77,11.29,1.61,1.61,0,0,0,0,9.68,11.29,6.45,0,8.06,9.68,4.84,4.84,3.23,19.35,9.68,3.23,1.61,0,1.61,0,30.65,3.23,17.74,4.84,3.23,3.23,3.23,1.61,3.23,0,0,0,0,0,0,0,0,0,0,0,1.61,0,0,0,0,0,0,1.61,0,0,0,0,1.61,0,0,1.61,3.23,0,0,3.23,0,0,3.23,0,0,0,0,0,0,1.61,0,0,0,0,0,0,0,0,0,1.61,8.06,12.9,0,0,4.84,1.61,1.61,3.23,8.06,0,9.68,0,0,0,0,0,0,16.13,9.68,4.84,0,0,1.61,0,0
391,public_savvy,I can assure you that everything is safe. The drops in pressure & slight metallic taste are a temporary side effect and will be dissolved/gone soon. We've analyzed the situation and have found a workable solution that will take approximately 1 week to implement. Please be patient and allow us the space to correct the issues. Thank you.,62,Male,Democrat,1,-0.007047862,1,4,3,3,4,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,4,6,4,4,3,4,3,3,4,4,4,4,3,4,3,3,4,3,3,3,3,3,3,3,58,37.7,94.12,56.1,74.09,11.6,22.41,89.66,72.41,50,13.79,8.62,1.72,3.45,3.45,0,0,5.17,13.79,10.34,1.72,5.17,15.52,1.72,5.17,0,24.14,8.62,5.17,6.9,3.45,1.72,1.72,29.31,1.72,15.52,6.9,3.45,1.72,1.72,1.72,0,0,3.45,3.45,0,0,0,0,0,0,0,0,13.79,6.9,3.45,3.45,0,0,1.72,6.9,0,0,0,0,0,0,0,0,1.72,0,0,1.72,0,0,1.72,0,0,0,0,0,0,1.72,0,0,0,1.72,0,0,0,0,1.72,0,6.9,8.62,0,1.72,5.17,0,0,0,5.17,5.17,5.17,5.17,0,0,0,0,0,13.79,8.62,0,0,0,1.72,3.45,0
392,private_savvy,"Reading this, a few things immediately stand out to me. The water issues started after the new filtration system was installed, which could be a coincidence but it's not worth looking into. The executive stock sales are also interesting because, while they don't prove anything, the timing raises questions. What concerns me most is the city disbanding the independent water quality board while residents are already worried about the water. If everything is truly safe, independent oversight should help reassure people, not be removed. I don't think there's enough evidence to say something unethical is happening, but there are enough unusual circumstances that I would want more information before accepting the official explanation without question.",32,Female,Independent,3,0.031125933,1,4,4,1,4,4,4,2,4,4,2,5,2,1,5,3,4,1,5,2,5,6,6,6,2,4,4,2,4,3,4,5,5,6,5,5,3,3,2,3,4,3,3,4,115,17.87,1.4,96.08,74.5,19.17,31.3,86.96,70.43,56.52,12.17,4.35,3.48,0,0,0,0.87,7.83,14.78,8.7,0,6.96,13.91,6.96,7.83,3.48,21.74,10.43,4.35,3.48,0.87,0,2.61,39.13,0.87,21.74,6.09,0.87,3.48,4.35,1.74,7.83,0,6.96,5.22,1.74,0.87,0,0.87,0.87,0,0,0,6.96,4.35,0.87,0,0,0.87,1.74,1.74,0,0,0,0,0,0,0,0,3.48,0,0.87,0.87,1.74,0,0,0,0,0,0,0,0,0,0,0,0.87,0.87,0,1.74,0,0,0.87,1.74,2.61,8.7,1.74,0.87,5.22,0.87,0,0,7.83,2.61,9.57,0,0,0,0,0,0,14.78,5.22,6.09,0,0,3.48,0,0
393,private_savvy,the company is hiding a problem. They are selling off large portions of company stock.  The waster testing board has been disbanded. Someone seems to be lying about the companies health. The mayor seems to have some kind of stake in not being truthful about the company.  The water pressure is dropping constantly. seems loke there is a great deal of corruption here involving a lot of people and Ageis Dynamics.,72,Male,Democrat,3,0.02124551,1,3,5,5,4,4,4,4,3,4,3,4,3,4,3,3,3,2,3,4,4,5,4,3,3,5,3,4,5,4,5,4,4,5,5,5,4,4,3,3,3,3,3,3,71,91.33,48.42,16.15,40.95,10.14,23.94,83.1,63.38,47.89,2.82,1.41,0,0,0,0,1.41,1.41,14.08,12.68,0,14.08,12.68,7.04,1.41,1.41,21.13,5.63,4.23,0,0,0,0,19.72,0,9.86,4.23,0,0,5.63,0,2.82,0,4.23,2.82,1.41,0,0,0,0,0,0,0,12.68,2.82,0,0,0,2.82,0,5.63,0,0,0,0,2.82,2.82,0,0,9.86,0,0,8.45,1.41,0,1.41,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,0,5.63,5.63,0,0,4.23,1.41,0,0,1.41,1.41,11.27,0,0,0,0,0,0,9.86,9.86,0,0,0,0,0,0
394,public_savvy,"As a well educated individual im not here to please anyone but understand that my decision was made off my own understanding of the water situation, if you dont like it dont drink the water. I did not base my decision to spread the newrcompany's product because they offered to pay me but because i think they are a good brand",40,Male,Democrat,1,-0.006942898,1,2,6,2,3,4,2,3,1,6,5,2,1,1,5,4,5,2,2,2,3,6,3,4,6,4,2,4,4,3,5,5,3,6,3,4,6,3,1,2,4,3,3,3,61,13.44,1,99,89.9,30.5,19.67,91.8,70.49,63.93,21.31,16.39,11.48,0,1.64,0,3.28,4.92,14.75,8.2,0,11.48,9.84,3.28,9.84,6.56,14.75,0,1.64,1.64,0,0,1.64,36.07,0,24.59,8.2,4.92,0,3.28,0,8.2,0,4.92,4.92,0,1.64,1.64,0,0,0,0,0,13.11,4.92,3.28,1.64,0,0,0,6.56,0,0,0,0,0,0,0,0,3.28,0,0,1.64,1.64,0,1.64,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,4.92,3.28,0,0,3.28,0,0,0,0,6.56,6.56,0,0,0,0,0,0,4.92,1.64,1.64,0,0,1.64,0,0
395,private_control,I've had well water that tasted similar to the metallic taste from the unfiltered water. I'm glad they acted so quickly but I wish they would have addressed if its safe to drink first. Why remove the independent water quality testing board. I think a better solution is to just rehire new board memebers and maybe boost the funding for the next 5 years until its running smooth.,29,Male,Independent,1,-0.037130356,1,3,3,3,2,4,3,3,3,5,4,4,4,4,3,3,3,3,3,4,3,4,4,3,3,4,3,3,3,3,4,4,1,5,2,4,3,2,3,2,2,2,2,3,68,37.99,5.72,67.28,99,17,17.65,80.88,73.53,51.47,13.24,8.82,5.88,0,0,0,2.94,4.41,14.71,8.82,2.94,8.82,8.82,8.82,7.35,0,16.18,13.24,2.94,2.94,0,2.94,0,29.41,0,14.71,2.94,1.47,2.94,2.94,0,5.88,0,8.82,8.82,0,1.47,1.47,0,0,0,0,0,2.94,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,2.94,0,0,1.47,1.47,0,4.41,0,0,0,0,0,0,4.41,0,0,1.47,0,0,0,0,0,1.47,0,8.82,5.88,0,1.47,0,0,0,1.47,7.35,5.88,2.94,1.47,0,0,0,0,0,8.82,5.88,0,0,0,2.94,0,0
396,private_control,"The Mayor is off.  If the press thinks there is a problem, there could be, so it should be investigated by city officials. After all, where there is smoke there is fire.  But the independent water quality testing board being disbanded tells the public all they need to know. This may be Flint, Michigan all over again.",55,Male,Democrat,2,0.008783847,1,3,3,1,2,2,4,1,4,6,3,6,3,1,3,1,3,1,3,5,2,6,5,3,3,5,6,5,5,1,5,1,1,6,1,2,4,3,2,1,2,2,1,2,57,22.98,30.3,70.28,NA,11.4,14.04,84.21,77.19,63.16,5.26,1.75,0,0,0,0,1.75,3.51,15.79,8.77,0,8.77,19.3,12.28,7.02,0,28.07,5.26,5.26,1.75,0,0,1.75,35.09,5.26,19.3,5.26,0,5.26,3.51,0,5.26,0,0,0,0,0,0,0,0,0,0,0,7.02,1.75,0,0,0,0,1.75,3.51,0,0,0,0,1.75,1.75,0,0,3.51,0,0,3.51,0,0,0,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,0,0,3.51,12.28,0,0,12.28,0,0,0,3.51,0,10.53,1.75,0,0,0,0,0,15.79,8.77,7.02,0,0,0,0,0
397,private_savvy,"I think that the whole situation is suspicious, there are too many factors that point towards there being something wrong with the water. 
I think that there should be an investigation into the stock sell off especially. There should really be punishment if they are selling off because they know there is an issue.",38,Female,Republican,3,0.051111206,1,3,2,2,2,4,4,3,3,5,2,4,5,4,4,4,5,4,4,4,2,3,2,4,3,4,4,5,4,3,4,2,2,4,3,2,3,3,2,3,3,3,3,4,54,12.89,29.78,86.01,1,18,18.52,90.74,87.04,70.37,14.81,7.41,3.7,0,0,0,3.7,7.41,16.67,9.26,0,9.26,16.67,14.81,3.7,0,27.78,7.41,3.7,1.85,0,0,1.85,31.48,0,24.07,9.26,1.85,3.7,3.7,1.85,1.85,0,5.56,0,5.56,1.85,0,1.85,0,0,0,0,7.41,3.7,0,0,0,1.85,0,3.7,0,0,0,0,0,0,0,0,5.56,0,0,1.85,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,12.96,0,0,12.96,0,0,0,0,0,7.41,0,0,0,0,0,0,7.41,5.56,1.85,0,0,0,0,0
